,id,Category_name,Category_number,Product,Manufacturer / product label / country of origin,Procured_in,Antioxidant_content_in_mmol/100g,Comment,Query,Amazon_url
1515,1516,Legumes,14,"Flageolets beans, green, canned, boiled","Roland, Belgium",Norway,0.2,3,Flageolets+beans++green++canned++boiled,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Flageolets+beans++green++canned++boiled
1516,1517,Legumes,14,"Kidney beans, canned, light red",Store Brand,USA,0.27,6,Kidney+beans++canned++light+red,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Kidney+beans++canned++light+red
1517,1518,Legumes,14,"Kidney beans, canned, light red, cooked",Store Brand,USA,0.26,6,Kidney+beans++canned++light+red++cooked,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Kidney+beans++canned++light+red++cooked
1518,1519,Legumes,14,"Kidney beans, dry",India,India,0.81,3,Kidney+beans++dry,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Kidney+beans++dry
1519,1520,Legumes,14,"Kidney beans, large size",India,India,0.81,3,Kidney+beans++large+size,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Kidney+beans++large+size
1520,1521,Legumes,14,"Kidney beans, medium size, dry",India,India,1.39,3,Kidney+beans++medium+size++dry,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Kidney+beans++medium+size++dry
1521,1522,Legumes,14,"Kidney beans, striped, large size, dry",India,India,1.61,3,Kidney+beans++striped++large+size++dry,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Kidney+beans++striped++large+size++dry
1522,1523,Legumes,14,"Lentils, black with peel",India,India,0.66,3,Lentils++black+with+peel,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lentils++black+with+peel
1523,1524,Legumes,14,"Lentils, Cole‐Dal, yellow, split",India,India,0.16,3,Lentils++Cole‐Dal++yellow++split,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lentils++Cole‐Dal++yellow++split
1524,1525,Legumes,14,"Lentils, green",Turkey,Norway,1.0,3,Lentils++green,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lentils++green
1525,1526,Legumes,14,"Lentils, Masoor‐Dal Sabat, dark brown, with peel",India,India,0.34,3,Lentils++Masoor‐Dal+Sabat++dark+brown++with+peel,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lentils++Masoor‐Dal+Sabat++dark+brown++with+peel
1526,1527,Legumes,14,"Lentils, Masoor‐Dal, pink, without peel",India,India,0.1,3,Lentils++Masoor‐Dal++pink++without+peel,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lentils++Masoor‐Dal++pink++without+peel
1527,1528,Legumes,14,"Lentils, Moong‐Dal, yellow, split",India,India,0.15,3,Lentils++Moong‐Dal++yellow++split,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lentils++Moong‐Dal++yellow++split
1528,1529,Legumes,14,"Lentils, Posune",India,India,1.14,3,Lentils++Posune,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lentils++Posune
1529,1530,Legumes,14,"Lentils, red","Kkorhan, Turkey",Norway,0.23,3,Lentils++red,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lentils++red
1530,1531,Legumes,14,"Lentils, Toor Dal, yellow",India,India,0.35,3,Lentils++Toor+Dal++yellow,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lentils++Toor+Dal++yellow
1531,1532,Legumes,14,"Lentils, white, split, Maa‐Dal",India,India,0.16,3,Lentils++white++split++Maa‐Dal,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lentils++white++split++Maa‐Dal
1532,1533,Legumes,14,"Moung Dal, with peel",India,India,0.53,3,Moung+Dal++with+peel,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Moung+Dal++with+peel
1533,1534,Legumes,14,Mung beans,"Toko‐sun, Netherlands",Norway,0.34,3,Mung+beans,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mung+beans
1534,1535,Legumes,14,"Mung beans, peeled",Thailand,Norway,0.1,3,Mung+beans++peeled,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mung+beans++peeled
1535,1536,Legumes,14,Navy beans,Viter,Norway,0.38,3,Navy+beans,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Navy+beans
1536,1537,Legumes,14,"Navy beans, dry",,USA,0.57,6,Navy+beans++dry,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Navy+beans++dry
1537,1538,Legumes,14,"Navy beans, dry, cooked",,USA,0.11,6,Navy+beans++dry++cooked,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Navy+beans++dry++cooked
1538,1539,Legumes,14,Peas,Produced in Norway for Hakon Gruppen A/S,Norway,0.26,3,Peas,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas
1539,1540,Legumes,14,Peas,Norrek Engros A/S,Norway,0.25,3,Peas,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas
1540,1541,Legumes,14,"Peas, baby, canned, drained liquid",Store Brand,USA,0.1,6,Peas++baby++canned++drained+liquid,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++baby++canned++drained+liquid
1541,1542,Legumes,14,"Peas, baby, canned, drained liquid",Le Sueur,USA,0.11,6,Peas++baby++canned++drained+liquid,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++baby++canned++drained+liquid
1542,1543,Legumes,14,"Peas, baby, canned, drained solids",Store Brand,USA,0.01,6,Peas++baby++canned++drained+solids,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++baby++canned++drained+solids
1543,1544,Legumes,14,"Peas, regular, canned, drained liquid",Del Monte,USA,0.15,6,Peas++regular++canned++drained+liquid,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++regular++canned++drained+liquid
1544,1545,Legumes,14,"Peas, regular, canned, drained liquid",Store Brand,USA,0.06,6,Peas++regular++canned++drained+liquid,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++regular++canned++drained+liquid
1545,1546,Legumes,14,"Peas, regular, canned, drained liquid",Green Giant,USA,0.17,6,Peas++regular++canned++drained+liquid,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++regular++canned++drained+liquid
1546,1547,Legumes,14,"Peas, regular, canned, drained solids",Store Brand,USA,0.09,6,Peas++regular++canned++drained+solids,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++regular++canned++drained+solids
1547,1548,Legumes,14,"Peas, regular, canned, drained solids",Green Giant,USA,0.12,6,Peas++regular++canned++drained+solids,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++regular++canned++drained+solids
1548,1549,Legumes,14,"Peas, regular, canned, drained solids",Del Monte,USA,0.12,6,Peas++regular++canned++drained+solids,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++regular++canned++drained+solids
1549,1550,Legumes,14,"Peas, regular, canned, drained solids, heated",Store Brand,USA,0.11,6,Peas++regular++canned++drained+solids++heated,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++regular++canned++drained+solids++heated
1550,1551,Legumes,14,"Peas, regular, canned, drained solids, heated",Green Giant,USA,0.12,6,Peas++regular++canned++drained+solids++heated,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++regular++canned++drained+solids++heated
1551,1552,Legumes,14,"Peas, regular, canned, drained solids, heated",Del Monte,USA,0.11,6,Peas++regular++canned++drained+solids++heated,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++regular++canned++drained+solids++heated
1552,1553,Legumes,14,"Peas, yellow, split","S&W, USA",Norway,0.12,3,Peas++yellow++split,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas++yellow++split
1553,1554,Legumes,14,Pinto beans,"S&W, USA",Norway,1.15,3,Pinto+beans,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pinto+beans
1554,1555,Legumes,14,"Pinto beans, dried",,USA,1.18,6,Pinto+beans++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pinto+beans++dried
1555,1556,Legumes,14,"Pinto beans, dried, cooked",,USA,0.19,6,Pinto+beans++dried++cooked,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pinto+beans++dried++cooked
1556,1557,Legumes,14,"Soy beans, Red Bean (Soja rouge)",Thailand,Norway,0.82,3,Soy+beans++Red+Bean++Soja+rouge+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Soy+beans++Red+Bean++Soja+rouge+
1557,1558,Legumes,14,"Soy beans, white, small size, dry",India,India,0.99,3,Soy+beans++white++small+size++dry,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Soy+beans++white++small+size++dry
1558,1559,Legumes,14,"Soy milk with chocolate, Alpro Soya",Alpro,Norway,0.3,3,Soy+milk+with+chocolate++Alpro+Soya,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Soy+milk+with+chocolate++Alpro+Soya
1559,1560,Legumes,14,"Soy milk, chocolate, enriched with vitamins A, D & calsium","Trader Joe's, USA",USA,0.25,3,Soy+milk++chocolate++enriched+with+vitamins+A++D+&+calsium,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Soy+milk++chocolate++enriched+with+vitamins+A++D+&+calsium
1560,1561,Legumes,14,"Soy milk, ecological","Provamel Alpro NV, Belgium",Norway,0.08,3,Soy+milk++ecological,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Soy+milk++ecological
1561,1562,Legumes,14,"Soy milk, original, enriched with vitamins A, D & calsium","Trader Joe's, USA",USA,0.05,3,Soy+milk++original++enriched+with+vitamins+A++D+&+calsium,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Soy+milk++original++enriched+with+vitamins+A++D+&+calsium
1562,1563,Legumes,14,"Soy milk, Soy dream original","The Hain Celestial Group, Inc",Norway,0.07,3,Soy+milk++Soy+dream+original,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Soy+milk++Soy+dream+original
1563,1564,Legumes,14,"Soy milk, vanilla, enriched with vitamins A, D & calsium","Trader Joe's, USA",USA,0.1,3,Soy+milk++vanilla++enriched+with+vitamins+A++D+&+calsium,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Soy+milk++vanilla++enriched+with+vitamins+A++D+&+calsium
1564,1565,Legumes,14,Soyatein (protein rich soya),"Vital Soya Industy, Sri Goindwal Sahib, District Amritsar",India,1.32,3,Soyatein++protein+rich+soya+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Soyatein++protein+rich+soya+
1565,1566,Legumes,14,Tofu naturell,Scandinavian Soya,Norway,0.09,3,Tofu+naturell,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Tofu+naturell
1566,1567,Legumes,14,"Tofutti, creamy smooth",Tofutti London,Norway,0.05,3,Tofutti++creamy+smooth,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Tofutti++creamy+smooth
1567,1568,Legumes,14,Urid Dal Split,India,Norway,0.36,3,Urid+Dal+Split,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Urid+Dal+Split
1568,1569,Meat and meat products,15,"Bacon, fried","Spis, Norway",Norway,0.85,3,Bacon++fried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Bacon++fried
1569,1570,Meat and meat products,15,"Bacon, Frokostbacon","Spis, Norway",Norway,0.32,3,Bacon++Frokostbacon,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Bacon++Frokostbacon
1570,1571,Meat and meat products,15,Beef hot dogs,Kahn's,USA,0.43,6,Beef+hot+dogs,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beef+hot+dogs
1571,1572,Meat and meat products,15,Beef hot dogs,Oscar Mayer,USA,0.47,6,Beef+hot+dogs,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beef+hot+dogs
1572,1573,Meat and meat products,15,Beef hot dogs,Ball Park,USA,0.37,6,Beef+hot+dogs,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beef+hot+dogs
1573,1574,Meat and meat products,15,Beef hot dogs,Store Brand,USA,0.39,6,Beef+hot+dogs,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beef+hot+dogs
1574,1575,Meat and meat products,15,Beef hot dogs,Nathan's,USA,0.38,6,Beef+hot+dogs,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beef+hot+dogs
1575,1576,Meat and meat products,15,Beef hot dogs,Farmer John,USA,0.51,6,Beef+hot+dogs,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beef+hot+dogs
1576,1577,Meat and meat products,15,"Beef hot dogs, cooked (boiled)",Ball Park,USA,0.34,6,Beef+hot+dogs++cooked++boiled+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beef+hot+dogs++cooked++boiled+
1577,1578,Meat and meat products,15,"Beef hot dogs, cooked (boiled)",Oscar Mayer,USA,0.47,6,Beef+hot+dogs++cooked++boiled+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beef+hot+dogs++cooked++boiled+
1578,1579,Meat and meat products,15,Hamburger frozen,"Produced for Dagens by Danish Prima, Denmark",Norway,0.04,3,Hamburger+frozen,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hamburger+frozen
1579,1580,Meat and meat products,15,"Hamburger, frozen","Spis, Norway",Norway,0.12,3,Hamburger++frozen,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hamburger++frozen
1580,1581,Meat and meat products,15,"Hamburger, frozen, fried","Norsk Mat, Norway",Norway,0.11,3,Hamburger++frozen++fried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hamburger++frozen++fried
1581,1582,Meat and meat products,15,"Hot dog, barbecue","Gilde, Norway",Norway,0.51,3,Hot+dog++barbecue,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hot+dog++barbecue
1582,1583,Meat and meat products,15,"Hot dog, barbecue, fried","Gilde, Norway",Norway,0.59,3,Hot+dog++barbecue++fried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hot+dog++barbecue++fried
1583,1584,Meat and meat products,15,"Hot dog, frankfurter","Spis, Norway",Norway,0.29,3,Hot+dog++frankfurter,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hot+dog++frankfurter
1584,1585,Meat and meat products,15,"Liver, ox, frozen",,Norway,0.71,3,Liver++ox++frozen,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Liver++ox++frozen
1585,1586,Meat and meat products,15,"Liver, pork, frozen",,Norway,0.46,3,Liver++pork++frozen,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Liver++pork++frozen
1586,1587,Meat and meat products,15,Meat franks,Oscar Mayer,USA,0.3,6,Meat+franks,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Meat+franks
1587,1588,Meat and meat products,15,Meat franks,Bryan,USA,0.32,6,Meat+franks,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Meat+franks
1588,1589,Meat and meat products,15,Meat franks,Hygrade,USA,0.16,6,Meat+franks,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Meat+franks
1589,1590,Meat and meat products,15,"Meat franks, cooked (boiled)",Hygrade,USA,0.24,6,Meat+franks++cooked++boiled+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Meat+franks++cooked++boiled+
1590,1591,Meat and meat products,15,"Meat franks, cooked (boiled)",Oscar Mayer,USA,0.35,6,Meat+franks++cooked++boiled+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Meat+franks++cooked++boiled+
1591,1592,Meat and meat products,15,"Meat franks, jumbo","Bar S, Jumbo",USA,0.25,6,Meat+franks++jumbo,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Meat+franks++jumbo
1592,1593,Meat and meat products,15,Salami,"Gilde, Norway",Norway,0.46,3,Salami,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Salami
1593,1594,Meat and meat products,15,"Salami, Jubel","Grilstad fabrikker AS, Norway",Norway,0.08,3,Salami++Jubel,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Salami++Jubel
1594,1595,Meat and meat products,15,"Steak, calf",,Norway,0.02,3,Steak++calf,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Steak++calf
1595,1596,Meat and meat products,15,"Steak, moose",,Norway,0.03,3,Steak++moose,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Steak++moose
1596,1597,Meat and meat products,15,"Steak, ox",,Norway,0.01,3,Steak++ox,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Steak++ox
1597,1598,Meat and meat products,15,"Steak, pork",,Norway,0.0,3,Steak++pork,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Steak++pork
1598,1599,Meat and meat products,15,"Steak, reindeer",,Norway,0.01,3,Steak++reindeer,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Steak++reindeer
1599,1600,Miscellaneous ingredients,16,Artificial sweetener,Equal,USA,0.02,6,Artificial+sweetener,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Artificial+sweetener
1600,1601,Miscellaneous ingredients,16,"Artificial sweetener, calorie‐ free",Splenda,USA,0.0,6,Artificial+sweetener++calorie‐+free,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Artificial+sweetener++calorie‐+free
1601,1602,Miscellaneous ingredients,16,Artificial sweetener; calorie‐ free,Sugar Twin,USA,0.01,6,Artificial+sweetener;+calorie‐+free,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Artificial+sweetener;+calorie‐+free
1602,1603,Miscellaneous ingredients,16,Aspartame,Monsanto,USA,0.04,6,Aspartame,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Aspartame
1603,1604,Miscellaneous ingredients,16,"Barley malt syrup, organic",Sweet Cloud,USA,2.12,6,Barley+malt+syrup++organic,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Barley+malt+syrup++organic
1604,1605,Miscellaneous ingredients,16,"Brown rice malt syrup, organic",Sweet Cloud,USA,0.72,6,Brown+rice+malt+syrup++organic,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Brown+rice+malt+syrup++organic
1605,1606,Miscellaneous ingredients,16,"Brown rice syrup, powder, organic",Emperor`s Kitchen,USA,1.04,6,Brown+rice+syrup++powder++organic,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Brown+rice+syrup++powder++organic
1606,1607,Miscellaneous ingredients,16,"Coffee mate, powder",Nestlé,Norway,0.11,3,Coffee+mate++powder,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Coffee+mate++powder
1607,1608,Miscellaneous ingredients,16,"Corn syrup, light",Karo,USA,0.01,6,Corn+syrup++light,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Corn+syrup++light
