,id,Category_name,Category_number,Product,Manufacturer / product label / country of origin,Procured_in,Antioxidant_content_in_mmol/100g,Comment,Query,Amazon_url
1398,1399,Herbal / traditional plant medicine,12,Bordelobo,Mexico,Mexico,17.98,3,Bordelobo,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Bordelobo
1399,1400,Herbal / traditional plant medicine,12,"Brahmi, powder in capsule",The Himalaya Herbal Health Care,India,10.4,3,Brahmi++powder+in+capsule,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Brahmi++powder+in+capsule
1400,1401,Herbal / traditional plant medicine,12,Bupleuri Radix,"Tsumura Pharmaceutical Company, Japan",Japan,5.66,5,Bupleuri+Radix,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Bupleuri+Radix
1401,1402,Herbal / traditional plant medicine,12,Cancerina,Mexico,Mexico,19.14,3,Cancerina,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cancerina
1402,1403,Herbal / traditional plant medicine,12,Cascara Sagrada,Mexico,Mexico,47.15,3,Cascara+Sagrada,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cascara+Sagrada
1403,1404,Herbal / traditional plant medicine,12,"Chyavanprash, Dabur",Dabur India Limited,India,35.7,3,Chyavanprash++Dabur,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chyavanprash++Dabur
1404,1405,Herbal / traditional plant medicine,12,"Chyavanprash, Zandu in Asli Ghee",The Zandum Pharmaceutical Works,India,18.32,3,Chyavanprash++Zandu+in+Asli+Ghee,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chyavanprash++Zandu+in+Asli+Ghee
1405,1406,Herbal / traditional plant medicine,12,Cimicifugae Rhizoma,"Tsumura Pharmaceutical Company, Japan",Japan,64.31,5,Cimicifugae+Rhizoma,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cimicifugae+Rhizoma
1406,1407,Herbal / traditional plant medicine,12,Cinnamomi Cortex,"Tsumura Pharmaceutical Company, Japan",Japan,120.18,5,Cinnamomi+Cortex,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cinnamomi+Cortex
1407,1408,Herbal / traditional plant medicine,12,Cnidii Rhizoma,"Tsumura Pharmaceutical Company, Japan",Japan,6.68,5,Cnidii+Rhizoma,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Cnidii+Rhizoma
1408,1409,Herbal / traditional plant medicine,12,"Digestiv, powder in capsule",The Himalaya Herbal Health Care,India,7.68,3,Digestiv++powder+in+capsule,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Digestiv++powder+in+capsule
1409,1410,Herbal / traditional plant medicine,12,Domiana de SanLuis,Mexico,Mexico,10.69,3,Domiana+de+SanLuis,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Domiana+de+SanLuis
1410,1411,Herbal / traditional plant medicine,12,Eucalipto,Mexico,Mexico,47.3,3,Eucalipto,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Eucalipto
1411,1412,Herbal / traditional plant medicine,12,Ginseng Radix,"Tsumura Pharmaceutical Company, Japan",Japan,1.45,5,Ginseng+Radix,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Ginseng+Radix
1412,1413,Herbal / traditional plant medicine,12,Glycyrrhizae Radix,"Tsumura Pharmaceutical Company, Japan",Japan,11.58,5,Glycyrrhizae+Radix,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Glycyrrhizae+Radix
1413,1414,Herbal / traditional plant medicine,12,"Goshuyutou, kampo, traditional Chinese medicine from Japan, powder",Japan,Japan,132.58,3,Goshuyutou++kampo++traditional+Chinese+medicine+from+Japan++powder,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Goshuyutou++kampo++traditional+Chinese+medicine+from+Japan++powder
1414,1415,Herbal / traditional plant medicine,12,Hochuekkito,"Tsumura Pharmaceutical Company, Japan",Japan,9.67,5,Hochuekkito,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hochuekkito
1415,1416,Herbal / traditional plant medicine,12,Holelen,"Tsumura Pharmaceutical Company, Japan",Japan,2.82,5,Holelen,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Holelen
1416,1417,Herbal / traditional plant medicine,12,Huacharable,Mexico,Mexico,39.18,3,Huacharable,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Huacharable
1417,1418,Herbal / traditional plant medicine,12,Juzentaihoto,"Tsumura Pharmaceutical Company, Japan",Japan,14.18,5,Juzentaihoto,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Juzentaihoto
1418,1419,Herbal / traditional plant medicine,12,"Kampo, traditional Chinese medicine from Japan, powder",Japan,Japan,4.02,3,Kampo++traditional+Chinese+medicine+from+Japan++powder,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Kampo++traditional+Chinese+medicine+from+Japan++powder
1419,1420,Herbal / traditional plant medicine,12,"Karela, bitter gourd, powder in capsule",The Himalaya Herbal Health Care,India,7.57,3,Karela++bitter+gourd++powder+in+capsule,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Karela++bitter+gourd++powder+in+capsule
1420,1421,Herbal / traditional plant medicine,12,"Lasuna, garlic, powder in capsule",The Himalaya Herbal Health Care,India,0.8,3,Lasuna++garlic++powder+in+capsule,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lasuna++garlic++powder+in+capsule
1421,1422,Herbal / traditional plant medicine,12,"Neem Guard, powder in capsule",,India,89.23,3,Neem+Guard++powder+in+capsule,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Neem+Guard++powder+in+capsule
1422,1423,Herbal / traditional plant medicine,12,"Nimba (Neem Tree), powder in capsule",The Himalaya Herbal Health Care,India,19.99,3,Nimba++Neem+Tree+++powder+in+capsule,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Nimba++Neem+Tree+++powder+in+capsule
1423,1424,Herbal / traditional plant medicine,12,Paeoniae Radix,"Tsumura Pharmaceutical Company, Japan",Japan,55.13,5,Paeoniae+Radix,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Paeoniae+Radix
1424,1425,Herbal / traditional plant medicine,12,Pinelliae Tuber,"Tsumura Pharmaceutical Company, Japan",Japan,0.28,5,Pinelliae+Tuber,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pinelliae+Tuber
1425,1426,Herbal / traditional plant medicine,12,Pinguica,Mexico,Mexico,2.31,3,Pinguica,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pinguica
1426,1427,Herbal / traditional plant medicine,12,Rhemanniae Radix,"Tsumura Pharmaceutical Company, Japan",Japan,3.94,5,Rhemanniae+Radix,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rhemanniae+Radix
1427,1428,Herbal / traditional plant medicine,12,Saikokeishito,"Tsumura Pharmaceutical Company, Japan",Japan,21.35,5,Saikokeishito,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Saikokeishito
1428,1429,Herbal / traditional plant medicine,12,"Sangre de grado (Croton lechleri), liquid solution","Iquitos, Peru",Peru,2897.11,3,Sangre+de+grado++Croton+lechleri+++liquid+solution,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Sangre+de+grado++Croton+lechleri+++liquid+solution
1429,1430,Herbal / traditional plant medicine,12,Sano Sano,Peru,Peru,0.47,3,Sano+Sano,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Sano+Sano
1430,1431,Herbal / traditional plant medicine,12,Scutellariae Radix,"Tsumura Pharmaceutical Company, Japan",Japan,111.33,5,Scutellariae+Radix,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Scutellariae+Radix
1431,1432,Herbal / traditional plant medicine,12,"Shallaki, powder in capsule",The Himalaya Herbal Health Care,India,2.58,3,Shallaki++powder+in+capsule,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Shallaki++powder+in+capsule
1432,1433,Herbal / traditional plant medicine,12,"Shuddha guggulu, powder in capsule",The Himalaya Herbal Health Care,India,13.77,3,Shuddha+guggulu++powder+in+capsule,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Shuddha+guggulu++powder+in+capsule
1433,1434,Herbal / traditional plant medicine,12,"Stress Guard, anti stress, powder in capsule",,India,6.39,3,Stress+Guard++anti+stress++powder+in+capsule,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Stress+Guard++anti+stress++powder+in+capsule
1434,1435,Herbal / traditional plant medicine,12,"Tagara, valerian, powder in capsule",The Himalaya Herbal Health Care,India,6.44,3,Tagara++valerian++powder+in+capsule,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Tagara++valerian++powder+in+capsule
1435,1436,Herbal / traditional plant medicine,12,Tepezcohuite,Mexico,Mexico,64.58,3,Tepezcohuite,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Tepezcohuite
1436,1437,Herbal / traditional plant medicine,12,Tetzar,Mexico,Mexico,5.88,3,Tetzar,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Tetzar
1437,1438,Herbal / traditional plant medicine,12,Tila,Mexico,Mexico,19.49,3,Tila,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Tila
1438,1439,Herbal / traditional plant medicine,12,"Triphala, powder in capsule",The Himalaya Herbal Health Care,India,706.25,3,Triphala++powder+in+capsule,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Triphala++powder+in+capsule
1439,1440,Herbal / traditional plant medicine,12,Hangebyakujutsutemmato,"Tsumura Pharmaceutical Company, Japan",Japan,5.15,3,Hangebyakujutsutemmato,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hangebyakujutsutemmato
1440,1441,Herbal / traditional plant medicine,12,"Tulasi, (Holy basil), powder in capsule",The Himalaya Herbal Health Care,India,39.67,3,Tulasi+++Holy+basil+++powder+in+capsule,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Tulasi+++Holy+basil+++powder+in+capsule
1441,1442,Herbal / traditional plant medicine,12,"Un Compuesto, herbal condiment against insomnia",Mexico,Mexico,40.89,3,Un+Compuesto++herbal+condiment+against+insomnia,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Un+Compuesto++herbal+condiment+against+insomnia
1442,1443,Herbal / traditional plant medicine,12,Uncaria Tomentosa (Uña de gato),"Cusco, Peru",Peru,37.1,3,Uncaria+Tomentosa++Uña+de+gato+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Uncaria+Tomentosa++Uña+de+gato+
1443,1444,Herbal / traditional plant medicine,12,Zapote,Mexico,Mexico,38.78,3,Zapote,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Zapote
1444,1445,Herbal / traditional plant medicine,12,"Zarzaparrilla, root","Cusco, Peru",Peru,13.73,3,Zarzaparrilla++root,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Zarzaparrilla++root
1445,1446,Herbal / traditional plant medicine,12,Zingiberis Rhizoma,"Tsumura Pharmaceutical Company, Japan",Japan,17.52,5,Zingiberis+Rhizoma,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Zingiberis+Rhizoma
1446,1447,Herbal / traditional plant medicine,12,Zizyphi Fructus,"Tsumura Pharmaceutical Company, Japan",Japan,5.88,5,Zizyphi+Fructus,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Zizyphi+Fructus
1447,1448,Infant foods and beverages,13,Beef,Beechnut Stage 1,USA,0.08,6,Beef,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beef
1448,1449,Infant foods and beverages,13,Beef,Gerber 2nd Foods,USA,0.05,6,Beef,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beef
1449,1450,Infant foods and beverages,13,Beef,Heinz,USA,0.06,6,Beef,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beef
1450,1451,Infant foods and beverages,13,Broccoli and chicken dinner,Gerber 2nd Foods,USA,0.38,6,Broccoli+and+chicken+dinner,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Broccoli+and+chicken+dinner
1451,1452,Infant foods and beverages,13,Broccoli and chicken dinner,Gerber Graduates,USA,0.13,6,Broccoli+and+chicken+dinner,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Broccoli+and+chicken+dinner
1452,1453,Infant foods and beverages,13,Broccoli and chicken dinner,Heinz,USA,0.45,6,Broccoli+and+chicken+dinner,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Broccoli+and+chicken+dinner
1453,1454,Infant foods and beverages,13,"Broccoli and chicken dinner, heated",Heinz,USA,0.47,6,Broccoli+and+chicken+dinner++heated,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Broccoli+and+chicken+dinner++heated
1454,1455,Infant foods and beverages,13,Chicken,Heinz,USA,0.02,6,Chicken,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chicken
1455,1456,Infant foods and beverages,13,Chicken,Gerber 2nd Foods,USA,0.06,6,Chicken,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chicken
1456,1457,Infant foods and beverages,13,Chicken,Beechnut Stage 1,USA,0.1,6,Chicken,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chicken
1457,1458,Infant foods and beverages,13,"Chicken and vegetable risotto, ecological (from 8 months)","Hipp, Germany",Norway,0.12,3,Chicken+and+vegetable+risotto++ecological++from+8+months+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chicken+and+vegetable+risotto++ecological++from+8+months+
1458,1459,Infant foods and beverages,13,Chicken and vegetables (from 6 months),"Nestlé, Norway",Norway,0.15,3,Chicken+and+vegetables++from+6+months+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chicken+and+vegetables++from+6+months+
1459,1460,Infant foods and beverages,13,"Dessert, Solskinnspuré, from 6 months","Nestlé, Norway",Norway,0.86,3,Dessert++Solskinnspuré++from+6+months,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Dessert++Solskinnspuré++from+6+months
1460,1461,Infant foods and beverages,13,"Dog Rose, extract","Weiders Farmasøytiske A/S, Norway",Norway,18.52,3,Dog+Rose++extract,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Dog+Rose++extract
1461,1462,Infant foods and beverages,13,Dog Rosepurée,"Nestlé, Norway",Norway,6.68,3,Dog+Rosepurée,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Dog+Rosepurée
1462,1463,Infant foods and beverages,13,"Fruit salad, ecological (From 8 months)","Hipp, Germany",Norway,0.7,3,Fruit+salad++ecological++From+8+months+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Fruit+salad++ecological++From+8+months+
1463,1464,Infant foods and beverages,13,Green beans,Heinz,USA,0.05,6,Green+beans,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Green+beans
1464,1465,Infant foods and beverages,13,Green beans,Gerber 1st Foods,USA,0.08,6,Green+beans,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Green+beans
1465,1466,Infant foods and beverages,13,Human breast milk (mean of 49 samples),"Rikshospitalet University Hospital, Norway",Norway,2.03,5,Human+breast+milk++mean+of+49+samples+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Human+breast+milk++mean+of+49+samples+
1466,1467,Infant foods and beverages,13,"Infant formula with omega 3, Collett, prepared",Nycomed Pharma,Norway,0.18,3,Infant+formula+with+omega+3++Collett++prepared,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Infant+formula+with+omega+3++Collett++prepared
1467,1468,Infant foods and beverages,13,"Infant formula, NAN, prepared",Nestlé,Norway,0.08,3,Infant+formula++NAN++prepared,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Infant+formula++NAN++prepared
1468,1469,Infant foods and beverages,13,Jungle dessert,"Småfolk Barnemat, Norway",Norway,0.7,3,Jungle+dessert,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Jungle+dessert
1469,1470,Infant foods and beverages,13,Lamb,Beechnut Stage 1,USA,0.05,6,Lamb,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lamb
1470,1471,Infant foods and beverages,13,Lamb,Gerber 2nd Foods,USA,0.05,6,Lamb,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lamb
1471,1472,Infant foods and beverages,13,"Oatmeal cereal, unprepared",Gerber,USA,0.56,6,Oatmeal+cereal++unprepared,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oatmeal+cereal++unprepared
1472,1473,Infant foods and beverages,13,Pasta bolognese,"Småfolk Barnemat, Norway",Norway,0.2,3,Pasta+bolognese,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pasta+bolognese
1473,1474,Infant foods and beverages,13,Pasta with beef (from 8 months),"Nestlé, Norway",Norway,0.21,3,Pasta+with+beef++from+8+months+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pasta+with+beef++from+8+months+
1474,1475,Infant foods and beverages,13,Peaches,Beechnut Stage 1,USA,1.17,6,Peaches,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peaches
1475,1476,Infant foods and beverages,13,Peaches,Heinz,USA,1.25,6,Peaches,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peaches
1476,1477,Infant foods and beverages,13,Peaches,Gerber 1st Foods,USA,1.06,6,Peaches,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peaches
1477,1478,Infant foods and beverages,13,Peas,Gerber 1st Foods,USA,0.1,6,Peas,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas
1478,1479,Infant foods and beverages,13,Peas,Heinz,USA,0.09,6,Peas,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas
1479,1480,Infant foods and beverages,13,Peas,Beechnut Stage 1,USA,0.1,6,Peas,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peas
1480,1481,Infant foods and beverages,13,"Porridge with oat and banana, prepared","Småfolk Barnemat, Norway",Norway,0.06,3,Porridge+with+oat+and+banana++prepared,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Porridge+with+oat+and+banana++prepared
1481,1482,Infant foods and beverages,13,"Porridge, wholemeal, with oat and apple, ecological, prepared","Hipp, Germany",Norway,0.15,3,Porridge++wholemeal++with+oat+and+apple++ecological++prepared,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Porridge++wholemeal++with+oat+and+apple++ecological++prepared
1482,1483,Infant foods and beverages,13,"Porridge, wholemeal, without sugar, with banana/apricot and supplements, prepared","Nestlé, Norway",Norway,0.27,3,Porridge++wholemeal++without+sugar++with+banana/apricot+and+supplements++prepared,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Porridge++wholemeal++without+sugar++with+banana/apricot+and+supplements++prepared
1483,1484,Infant foods and beverages,13,"Porridge, wholemeal, without sugar, with fruit and supplements, prepared","Nestlé, Norway",Norway,0.31,3,Porridge++wholemeal++without+sugar++with+fruit+and+supplements++prepared,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Porridge++wholemeal++without+sugar++with+fruit+and+supplements++prepared
1484,1485,Infant foods and beverages,13,Prune juice,"Nestlé, Norway",Norway,1.18,3,Prune+juice,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Prune+juice
1485,1486,Infant foods and beverages,13,"Spaghetti bolognese, ecological","Hipp, Germany",Norway,0.14,3,Spaghetti+bolognese++ecological,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Spaghetti+bolognese++ecological
1486,1487,Infant foods and beverages,13,Squash,Gerber 1st Foods,USA,0.11,6,Squash,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Squash
1487,1488,Infant foods and beverages,13,Squash,Heinz,USA,0.17,6,Squash,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Squash
1488,1489,Infant foods and beverages,13,"Stew with chicken, turkey and herbs","Småfolk Barnemat, Norway",Norway,0.19,3,Stew+with+chicken++turkey+and+herbs,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Stew+with+chicken++turkey+and+herbs
1489,1490,Infant foods and beverages,13,Turkey,Heinz,USA,0.04,6,Turkey,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Turkey
1490,1491,Infant foods and beverages,13,Turkey,Gerber 2nd Foods,USA,0.05,6,Turkey,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Turkey
1491,1492,Infant foods and beverages,13,Turkey,Beechnut Stage 1,USA,0.06,6,Turkey,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Turkey
1492,1493,Infant foods and beverages,13,"Turkey, sticks and diced",Beechnut Table Time,USA,0.05,6,Turkey++sticks+and+diced,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Turkey++sticks+and+diced
1493,1494,Infant foods and beverages,13,"Turkey, sticks and diced",Gerber Graduates,USA,0.06,6,Turkey++sticks+and+diced,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Turkey++sticks+and+diced
1494,1495,Infant foods and beverages,13,Veal,Beechnut Stage 1,USA,0.07,6,Veal,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Veal
1495,1496,Infant foods and beverages,13,Veal,Gerber 2nd Foods,USA,0.05,6,Veal,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Veal
1496,1497,Infant foods and beverages,13,Vegetable and beef dinner,Heinz,USA,0.09,6,Vegetable+and+beef+dinner,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Vegetable+and+beef+dinner
1497,1498,Infant foods and beverages,13,Vegetable and beef dinner,Gerber 2nd Foods,USA,0.12,6,Vegetable+and+beef+dinner,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Vegetable+and+beef+dinner
1498,1499,Infant foods and beverages,13,Vegetable and beef dinner,Beechnut Stage 2,USA,0.06,6,Vegetable+and+beef+dinner,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Vegetable+and+beef+dinner
1499,1500,Legumes,14,"Beans, red, canned, boiled","Conservas Viter, Spain",Norway,0.33,3,Beans++red++canned++boiled,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beans++red++canned++boiled
1500,1501,Legumes,14,"Beans, white, large size, haricotes lingots Blanc","Toko‐sun, Netherlands",Norway,0.36,3,Beans++white++large+size++haricotes+lingots+Blanc,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Beans++white++large+size++haricotes+lingots+Blanc
1501,1502,Legumes,14,Berlotti beans,McKenzie’s,NewZealand,1.96,3,Berlotti+beans,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Berlotti+beans
1502,1503,Legumes,14,"Black eye beans, haricot blance",Thailand,Norway,0.75,3,Black+eye+beans++haricot+blance,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Black+eye+beans++haricot+blance
1503,1504,Legumes,14,"Black eye beans, white, cornille","GFT Darmstadt, Germany",Norway,0.47,3,Black+eye+beans++white++cornille,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Black+eye+beans++white++cornille
1504,1505,Legumes,14,"Black eyes beans, white, medium size, dry",India,India,0.5,3,Black+eyes+beans++white++medium+size++dry,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Black+eyes+beans++white++medium+size++dry
1505,1506,Legumes,14,Blue beans,,Norway,0.85,3,Blue+beans,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blue+beans
1506,1507,Legumes,14,"Blue beans, cooked",,Norway,0.98,3,Blue+beans++cooked,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Blue+beans++cooked
1507,1508,Legumes,14,"Broad beans, green",,Norway,1.97,3,Broad+beans++green,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Broad+beans++green
1508,1509,Legumes,14,"Broad beans, split","Toko‐sun, Netherlands",Norway,1.64,3,Broad+beans++split,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Broad+beans++split
1509,1510,Legumes,14,Chickpeas,India,India,0.19,3,Chickpeas,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chickpeas
1510,1511,Legumes,14,Chickpeas,"Kkorhan, Turkey",Norway,0.22,3,Chickpeas,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chickpeas
1511,1512,Legumes,14,"Chickpeas, small size",India,India,0.57,3,Chickpeas++small+size,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chickpeas++small+size
1512,1513,Legumes,14,Chinese broad bean paste,,Japan,0.85,3,Chinese+broad+bean+paste,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Chinese+broad+bean+paste
1513,1514,Legumes,14,"Edamame, frozen",,USA,0.47,6,Edamame++frozen,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Edamame++frozen
1514,1515,Legumes,14,"Edamame, frozen, prepared",,USA,0.43,6,Edamame++frozen++prepared,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Edamame++frozen++prepared
